1,64,64,64,-0.0068625000000000005,-0.008911699999999998
1,64,64,256,0.002814900000000002,-0.004305900000000001
1,64,64,384,0.0018820999999999977,-0.0012546000000000015
1,64,64,768,-0.003201599999999999,-0.0035185999999999967
1,64,64,1024,0.005951200000000004,0.0028655
1,64,64,2048,0.0237953,0.024809899999999996
1,64,64,2304,0.0315873,0.0317443
1,64,64,3072,0.0388121,0.0404418
1,64,256,64,-0.005963800000000002,-0.0091649
1,64,256,256,-0.0013557000000000013,-0.0044097999999999984
1,64,256,384,-0.0057146,-0.0074287
1,64,256,768,-0.0027143999999999988,-0.005847199999999997
1,64,256,1024,-0.012164099999999997,-0.016579399999999994
1,64,256,2048,0.0265858,0.022392200000000008
1,64,256,2304,0.038652399999999996,0.028425999999999993
1,64,256,3072,0.0427643,0.03915829999999999
1,64,384,64,-0.005185700000000001,-0.008460200000000001
1,64,384,256,-0.00023130000000000026,-0.0033879999999999987
1,64,384,384,0.0025243999999999996,-0.0007488000000000009
1,64,384,768,-0.0031307,-0.006184300000000004
1,64,384,1024,0.011458999999999997,0.008057799999999997
1,64,384,2048,0.025186900000000005,0.02190700000000001
1,64,384,2304,0.0347125,0.0307288
1,64,384,3072,0.0519869,0.0485908
1,64,768,64,-0.0043945999999999985,-0.007540399999999999
1,64,768,256,-8.29999999999928e-06,-0.003078299999999999
1,64,768,384,0.002130400000000001,-0.0015023000000000016
1,64,768,768,0.016582399999999997,0.006637299999999999
1,64,768,1024,0.012513499999999997,0.0088318
1,64,768,2048,0.0256551,0.020849899999999998
1,64,768,2304,0.0288022,0.026282999999999994
1,64,768,3072,0.046196,0.041967
1,64,1024,64,-0.0053618,-0.009354399999999999
1,64,1024,256,-0.0012641000000000006,-0.004685700000000001
1,64,1024,384,0.0021376,-0.0013553999999999997
1,64,1024,768,0.006894700000000004,0.0039930000000000035
1,64,1024,1024,0.009621699999999997,0.007147800000000003
1,64,1024,2048,0.016978999999999994,0.014050300000000002
1,64,1024,2304,0.0216709,0.018866400000000005
1,64,1024,3072,0.045564,0.0422338
1,64,2048,64,-0.0043885999999999994,-0.0076414
1,64,2048,256,-0.001861100000000001,-0.0051813
1,64,2048,384,-0.0024061000000000013,-0.005437000000000001
1,64,2048,768,0.015686400000000003,0.0064721000000000015
1,64,2048,1024,0.0016057999999999975,-0.001266199999999995
1,64,2048,2048,0.015925799999999997,0.0140587
1,64,2048,2304,0.018645800000000004,0.015438100000000003
1,64,2048,3072,0.025992900000000006,0.023357299999999998
1,64,2304,64,-0.0054184,-0.0083031
1,64,2304,256,-0.0024902999999999974,-0.006205200000000001
1,64,2304,384,-0.00045440000000000064,-0.0031330000000000004
1,64,2304,768,1.9999999999999185e-05,-0.0036104999999999957
1,64,2304,1024,-0.002001599999999999,-0.005540200000000002
1,64,2304,2048,0.0236289,0.019443300000000004
1,64,2304,2304,0.024148599999999992,0.020053299999999996
1,64,2304,3072,0.026467299999999992,0.023385899999999994
1,64,3072,64,0.0054751999999999995,-0.004077499999999998
1,64,3072,256,-0.007646499999999997,-0.010564299999999999
1,64,3072,384,-0.007331399999999998,-0.011210099999999997
1,64,3072,768,-0.001890700000000002,-0.0052431000000000005
1,64,3072,1024,0.0054116000000000025,0.002197300000000006
1,64,3072,2048,-0.007551000000000002,-0.010776100000000004
1,64,3072,2304,-0.008025299999999999,-0.010518699999999992
1,64,3072,3072,0.0240442,0.022411299999999995
1,256,64,64,-0.0058619,-0.0091814
1,256,64,256,-0.009857699999999997,-0.012000400000000001
1,256,64,384,-0.0020474000000000013,-0.004893900000000003
1,256,64,768,0.005838799999999998,0.0024283000000000013
1,256,64,1024,-0.010186100000000003,-0.009859899999999998
1,256,64,2048,0.027052899999999998,0.0239356
1,256,64,2304,0.01790490000000001,0.018368199999999994
1,256,64,3072,0.046204199999999994,0.042734100000000004
1,256,256,64,-0.006867599999999998,-0.009175599999999999
1,256,256,256,-0.0004880000000000023,-0.0038555999999999972
1,256,256,384,0.0009559999999999985,-0.002831199999999999
1,256,256,768,-0.0181949,-0.020032599999999998
1,256,256,1024,-0.007266800000000004,-0.0081718
1,256,256,2048,0.0244271,0.021522999999999994
1,256,256,2304,0.031823599999999994,0.0281965
1,256,256,3072,0.043517400000000005,0.0389908
1,256,384,64,-0.009015799999999997,-0.010538200000000001
1,256,384,256,-0.0013296999999999996,-0.004592800000000001
1,256,384,384,-0.0023889000000000063,-0.005653499999999999
1,256,384,768,-0.012510300000000002,-0.017213599999999996
1,256,384,1024,0.010775100000000003,0.0073574
1,256,384,2048,0.023977899999999996,0.020618699999999997
1,256,384,2304,0.0305809,0.027103899999999993
1,256,384,3072,0.0407624,0.036143
1,256,768,64,-0.004620699999999998,-0.0078033999999999985
1,256,768,256,-0.002002500000000001,-0.005025499999999999
1,256,768,384,-0.012750000000000001,-0.0174221
1,256,768,768,0.0044471000000000024,0.0010446999999999956
1,256,768,1024,0.002508299999999998,-0.0007300000000000015
1,256,768,2048,0.023805700000000006,0.0205542
1,256,768,2304,0.027487199999999996,0.024400900000000003
1,256,768,3072,0.039602700000000005,0.0358456
1,256,1024,64,-0.004589200000000002,-0.0073189
1,256,1024,256,-0.0032499,-0.006472200000000001
1,256,1024,384,-0.0034978999999999982,-0.006872500000000004
1,256,1024,768,0.005028700000000004,0.002903700000000002
1,256,1024,1024,0.0160854,0.011872399999999998
1,256,1024,2048,0.015421000000000004,0.011777600000000006
1,256,1024,2304,0.021318200000000002,0.017925499999999997
1,256,1024,3072,0.0387605,0.035043899999999996
1,256,2048,64,-0.007086600000000002,-0.0097474
1,256,2048,256,-0.004281500000000001,-0.0075829
1,256,2048,384,-0.0038781999999999983,-0.007197100000000001
1,256,2048,768,-0.0023415000000000033,-0.006154000000000007
1,256,2048,1024,-0.002672599999999997,-0.0056854
1,256,2048,2048,-0.0023169999999999996,-0.005412800000000009
1,256,2048,2304,-0.002742300000000003,-0.00594009999999999
1,256,2048,3072,0.020174899999999996,0.016046000000000005
1,256,2304,64,-0.0050271,-0.0080661
1,256,2304,256,-0.004004299999999999,-0.007597600000000003
1,256,2304,384,-0.0038109000000000025,-0.0071103
1,256,2304,768,-0.0006711000000000009,-0.004027099999999999
1,256,2304,1024,-0.0012538999999999953,-0.004661100000000001
1,256,2304,2048,-0.0027236000000000066,-0.0056941000000000005
1,256,2304,2304,-0.0024998999999999993,-0.005094600000000005
1,256,2304,3072,0.0222271,0.021672799999999992
1,256,3072,64,-0.007730600000000001,-0.010728699999999997
1,256,3072,256,-0.0141089,-0.017327600000000002
1,256,3072,384,-0.017163100000000004,-0.0214854
1,256,3072,768,-0.003493200000000002,-0.0033233000000000013
1,256,3072,1024,-0.0016747000000000012,-0.004741200000000001
1,256,3072,2048,-0.0110354,-0.012579599999999996
1,256,3072,2304,-0.01142,-0.014762500000000012
1,256,3072,3072,0.016696600000000006,0.013396999999999992
1,384,64,64,-0.007455899999999998,-0.009027899999999998
1,384,64,256,-0.0009721,-0.004351000000000001
1,384,64,384,-0.009132599999999998,-0.0134155
1,384,64,768,-0.050569199999999995,-0.043492100000000006
1,384,64,1024,-0.017487999999999997,-0.0175094
1,384,64,2048,0.017028600000000005,0.014534299999999993
1,384,64,2304,0.0389351,0.035104699999999996
1,384,64,3072,0.0564694,0.0519087
1,384,256,64,-0.011372299999999998,-0.0118224
1,384,256,256,-0.0017545999999999985,-0.004887800000000001
1,384,256,384,-0.0009811000000000021,-0.004452800000000003
1,384,256,768,-0.0173332,-0.020274299999999995
1,384,256,1024,0.006580599999999999,0.0029607999999999995
1,384,256,2048,0.0167379,0.013338399999999993
1,384,256,2304,0.0298815,0.026428
1,384,256,3072,0.03962190000000001,0.035577700000000004
1,384,384,64,-0.009790900000000002,-0.011606700000000005
1,384,384,256,-0.0018883000000000025,-0.0051035
1,384,384,384,-0.0006628000000000016,-0.004156299999999998
1,384,384,768,-0.015847299999999995,-0.0195583
1,384,384,1024,0.006197500000000002,0.0020374999999999976
1,384,384,2048,0.025509199999999996,0.021790800000000006
1,384,384,2304,0.027577899999999995,0.02393730000000001
1,384,384,3072,0.0514603,0.0411968
1,384,768,64,-0.004651599999999999,-0.007749599999999999
1,384,768,256,-0.003366499999999998,-0.006040900000000002
1,384,768,384,-0.0026160000000000003,-0.005729300000000003
1,384,768,768,0.0070992,0.0037903000000000034
1,384,768,1024,0.009088800000000001,0.005819700000000004
1,384,768,2048,0.015795599999999993,0.012999000000000004
1,384,768,2304,0.016828500000000003,0.0148801
1,384,768,3072,0.0399151,0.036037799999999995
1,384,1024,64,-0.0053238999999999995,-0.0079674
1,384,1024,256,-0.004625899999999999,-0.008988899999999998
1,384,1024,384,-0.003920499999999997,-0.007716299999999999
1,384,1024,768,0.004800400000000003,0.002615199999999998
1,384,1024,1024,0.007664499999999998,0.005229900000000003
1,384,1024,2048,0.005780499999999994,0.0078029000000000015
1,384,1024,2304,0.003339700000000001,0.0002420000000000061
1,384,1024,3072,0.037881,0.034557199999999996
1,384,2048,64,-0.006066100000000001,-0.009139900000000003
1,384,2048,256,-0.004468100000000003,-0.0076156
1,384,2048,384,-0.004386000000000001,-0.0079569
1,384,2048,768,-0.0007795999999999983,-0.004101599999999997
1,384,2048,1024,-0.005830800000000004,-0.009056999999999996
1,384,2048,2048,0.0020082000000000017,-0.0011347000000000024
1,384,2048,2304,0.0026902999999999927,1.0799999999991372e-05
1,384,2048,3072,0.016194100000000003,0.013320399999999996
1,384,2304,64,-0.005744800000000001,-0.0088893
1,384,2304,256,-0.007144000000000001,-0.010472800000000004
1,384,2304,384,-0.008917999999999999,-0.012458000000000004
1,384,2304,768,-0.013288800000000003,-0.011086000000000006
1,384,2304,1024,-0.0009193999999999938,-0.003714000000000002
1,384,2304,2048,0.002889600000000006,-0.0005943000000000059
1,384,2304,2304,0.0030337999999999893,0.00020549999999999735
1,384,2304,3072,0.016684600000000008,0.01492389999999999
1,384,3072,64,-0.007470599999999997,-0.010929099999999997
1,384,3072,256,-0.0098853,-0.012808400000000005
1,384,3072,384,-0.014030899999999999,-0.017632999999999996
1,384,3072,768,0.0018618999999999997,-0.0013254000000000044
1,384,3072,1024,0.0051106,0.0020518999999999954
1,384,3072,2048,0.001882800000000004,-0.0018338999999999994
1,384,3072,2304,0.0016472000000000014,0.0032393000000000005
1,384,3072,3072,0.00475600000000001,0.0008420000000000094
1,768,64,64,-0.004989,-0.007290000000000001
1,768,64,256,-0.0058333,-0.007887099999999998
1,768,64,384,0.0022345999999999998,-0.0014605
1,768,64,768,0.001746499999999998,-0.0015279000000000056
1,768,64,1024,0.004920000000000001,0.002544400000000002
1,768,64,2048,0.0351207,0.0319171
1,768,64,2304,0.039465400000000005,0.035894
1,768,64,3072,0.056211000000000004,0.0527116
1,768,256,64,-0.004956800000000001,-0.008223900000000003
1,768,256,256,-0.0029987,-0.006453799999999999
1,768,256,384,-0.0014383999999999994,-0.004785399999999999
1,768,256,768,0.005019300000000004,0.0015874999999999986
1,768,256,1024,0.0092198,0.005833200000000004
1,768,256,2048,0.024594599999999994,0.021438300000000007
1,768,256,2304,0.027717599999999995,0.022969299999999998
1,768,256,3072,0.03930669999999999,0.036428499999999996
1,768,384,64,-0.004963499999999999,-0.007869900000000003
1,768,384,256,-0.004206000000000001,-0.0085958
1,768,384,384,-0.0032017999999999977,-0.007432299999999996
1,768,384,768,0.004160199999999996,0.0014292000000000055
1,768,384,1024,0.005539200000000001,0.0022522999999999987
1,768,384,2048,0.02446779999999999,0.021355899999999997
1,768,384,2304,0.017994599999999993,0.015129000000000004
1,768,384,3072,0.041133300000000005,0.0375956
1,768,768,64,-0.0047513,-0.0075695
1,768,768,256,-0.0018985000000000009,-0.0059565
1,768,768,384,-0.0021897999999999987,-0.005774100000000001
1,768,768,768,0.0013330000000000009,-0.002214899999999999
1,768,768,1024,0.0060897000000000034,0.002703999999999998
1,768,768,2048,0.014726900000000001,0.011706399999999999
1,768,768,2304,0.017521500000000002,0.015706399999999995
1,768,768,3072,0.027532100000000004,0.023081600000000008
1,768,1024,64,-0.005831300000000001,-0.0090754
1,768,1024,256,-0.004167499999999998,-0.0082507
1,768,1024,384,-0.004171700000000004,-0.007493400000000004
1,768,1024,768,0.0016299999999999995,-0.002337699999999998
1,768,1024,1024,0.004022899999999996,0.001064500000000003
1,768,1024,2048,0.002050099999999999,-0.0015737000000000112
1,768,1024,2304,0.002088500000000007,-0.00018940000000000623
1,768,1024,3072,0.025320300000000004,0.0220872
1,768,2048,64,-0.0062532,-0.009393999999999996
1,768,2048,256,-0.005058799999999995,-0.0084675
1,768,2048,384,-0.0057839000000000015,-0.008698299999999999
1,768,2048,768,-0.0048869,-0.008031799999999999
1,768,2048,1024,-0.004155300000000001,-0.0018285000000000037
1,768,2048,2048,-0.00667609999999999,-0.009844400000000003
1,768,2048,2304,-0.010480199999999995,-0.015481800000000004
1,768,2048,3072,0.005371000000000001,0.0014480000000000048
1,768,2304,64,-0.009229600000000001,-0.012328199999999997
1,768,2304,256,-0.0042392999999999945,-0.007214499999999999
1,768,2304,384,-0.004700000000000003,-0.007851200000000003
1,768,2304,768,-0.004849100000000002,-0.0084141
1,768,2304,1024,-0.004086599999999996,-0.007566500000000004
1,768,2304,2048,-0.0089143,-0.012705800000000003
1,768,2304,2304,-0.01071889999999999,-0.013042800000000007
1,768,2304,3072,0.0010560000000000014,-0.003841999999999998
1,768,3072,64,-0.0036522000000000013,-0.008058300000000001
1,768,3072,256,-0.005818699999999996,-0.0088161
1,768,3072,384,-0.005493199999999997,-0.0087963
1,768,3072,768,-0.001170499999999998,-0.004395400000000001
1,768,3072,1024,-0.0010058000000000011,-0.003960599999999995
1,768,3072,2048,-0.022243,-0.02484
1,768,3072,2304,-0.029370999999999994,-0.032532000000000005
1,768,3072,3072,0.009189000000000003,0.005779000000000006
1,1024,64,64,-0.015686,-0.0185712
1,1024,64,256,-0.0003451999999999969,-0.003383900000000002
1,1024,64,384,0.001602700000000002,-0.0022108000000000023
1,1024,64,768,0.0022234999999999963,-0.0009963999999999945
1,1024,64,1024,0.004673200000000002,0.0013683999999999988
1,1024,64,2048,0.030413500000000003,0.027204599999999995
1,1024,64,2304,0.029037099999999996,0.025069900000000006
